ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
NGA,Nigeria,urban,Hygiene,2018,34.56918,34526411.59,No handwashing facility
NGA,Nigeria,total,Sanitation,2018,19.63951,38962352.88,Open defecation
NGA,Nigeria,rural,Sanitation,2018,31.03262,30570653.74,Open defecation
NGA,Nigeria,urban,Sanitation,2018,8.4021,8391699.809,Open defecation
NGA,Nigeria,total,Drinking water,2018,7.60234,15082097.09,Surface water
NGA,Nigeria,rural,Drinking water,2018,13.47248,13271922.24,Surface water
NGA,Nigeria,urban,Drinking water,2018,1.81242,1810175.024,Surface water
NGA,Nigeria,total,Sanitation,2018,29.32539,58177937.62,Safely managed service
NGA,Nigeria,rural,Sanitation,2018,25.82579,25441337.97,Safely managed service
NGA,Nigeria,urban,Sanitation,2018,32.77716,32736601.86,Safely managed service
NGA,Nigeria,total,Drinking water,2018,26.70781,52984995.49,Safely managed service
NGA,Nigeria,rural,Drinking water,2018,18.60706,18330064.86,Safely managed service
NGA,Nigeria,urban,Drinking water,2018,34.69786,34654932.92,Safely managed service
NGA,Nigeria,total,Sanitation,2018,19.5716,38827622.33,Unimproved
NGA,Nigeria,rural,Sanitation,2018,27.55123,27141087.09,Unimproved
NGA,Nigeria,urban,Sanitation,2018,11.70101,11686530.3,Unimproved
NGA,Nigeria,total,Drinking water,2018,13.57903,26939105.79,Unimproved
NGA,Nigeria,rural,Drinking water,2018,22.89287,22552074.35,Unimproved
NGA,Nigeria,urban,Drinking water,2018,4.39246,4387026.007,Unimproved
NGA,Nigeria,total,Hygiene,2019,30.71684,62448722.45,Basic service
NGA,Nigeria,rural,Hygiene,2019,22.88348,22723301.27,Basic service
NGA,Nigeria,urban,Hygiene,2019,38.19588,39725419.52,Basic service
NGA,Nigeria,total,Sanitation,2019,13.31208,27064047.7,Basic service
NGA,Nigeria,rural,Sanitation,2019,7.03081,6981594.388,Basic service
NGA,Nigeria,urban,Sanitation,2019,19.30922,20082451.64,Basic service
NGA,Nigeria,total,Drinking water,2019,47.44179,96451285.52,Basic service
NGA,Nigeria,rural,Drinking water,2019,39.56301,39286072.63,Basic service
NGA,Nigeria,urban,Drinking water,2019,54.96419,57165213.13,Basic service
NGA,Nigeria,total,Hygiene,2019,30.91499,62851554.97,Limited service
NGA,Nigeria,rural,Hygiene,2019,34.76938,34525999.63,Limited service
NGA,Nigeria,urban,Hygiene,2019,27.23494,28325554.23,Limited service
NGA,Nigeria,total,Sanitation,2019,18.0386,36673280.41,Limited service
NGA,Nigeria,rural,Sanitation,2019,8.26841,8210534.152,Limited service
NGA,Nigeria,urban,Sanitation,2019,27.36685,28462745.04,Limited service
NGA,Nigeria,total,Drinking water,2019,5.3982,10974788.22,Limited service
NGA,Nigeria,rural,Drinking water,2019,6.26095,6217125.919,Limited service
NGA,Nigeria,urban,Drinking water,2019,4.57448,4757662.117,Limited service
NGA,Nigeria,total,Hygiene,2019,38.36817,78004216.55,No handwashing facility
NGA,Nigeria,rural,Hygiene,2019,42.34714,42050714.26,No handwashing facility
NGA,Nigeria,urban,Hygiene,2019,34.56918,35953496.62,No handwashing facility
NGA,Nigeria,total,Sanitation,2019,19.34273,39324631.93,Open defecation
NGA,Nigeria,rural,Sanitation,2019,31.07317,30855660.93,Open defecation
NGA,Nigeria,urban,Sanitation,2019,8.14289,8468970.746,Open defecation
NGA,Nigeria,total,Drinking water,2019,6.83746,13900866.19,Surface water
NGA,Nigeria,rural,Drinking water,2019,12.38888,12302164.5,Surface water
NGA,Nigeria,urban,Drinking water,2019,1.53715,1598701.665,Surface water
NGA,Nigeria,total,Sanitation,2019,29.96468,60919535.05,Safely managed service
NGA,Nigeria,rural,Sanitation,2019,26.03346,25851230.63,Safely managed service
NGA,Nigeria,urban,Sanitation,2019,33.71807,35068302.98,Safely managed service
NGA,Nigeria,total,Drinking water,2019,27.28234,55466218.48,Safely managed service
NGA,Nigeria,rural,Drinking water,2019,19.24405,19109344.45,Safely managed service
NGA,Nigeria,urban,Drinking water,2019,34.95703,36356872.51,Safely managed service
NGA,Nigeria,total,Sanitation,2019,19.34192,39322997.26,Unimproved
NGA,Nigeria,rural,Sanitation,2019,27.59415,27400995.9,Unimproved
NGA,Nigeria,urban,Sanitation,2019,11.46297,11922001.13,Unimproved
NGA,Nigeria,total,Drinking water,2019,13.04021,26511332.15,Unimproved
NGA,Nigeria,rural,Drinking water,2019,22.54311,22385308.92,Unimproved
NGA,Nigeria,urban,Drinking water,2019,3.96716,4126023.317,Unimproved
NGA,Nigeria,total,Hygiene,2020,30.8395,64247122.42,Basic service
NGA,Nigeria,rural,Hygiene,2020,22.88348,22902852.39,Basic service
NGA,Nigeria,urban,Hygiene,2020,38.19588,41344267.71,Basic service
NGA,Nigeria,total,Sanitation,2020,13.73228,28608098.13,Basic service
NGA,Nigeria,rural,Sanitation,2020,7.10393,7109948.104,Basic service
NGA,Nigeria,urban,Sanitation,2020,19.86105,21498148.78,Basic service
NGA,Nigeria,total,Drinking water,2020,48.5083,101056084.2,Basic service
NGA,Nigeria,rural,Drinking water,2020,40.46294,40497195.1,Basic service
NGA,Nigeria,urban,Drinking water,2020,55.94729,60558884.76,Basic service
NGA,Nigeria,total,Hygiene,2020,30.85463,64278660.23,Limited service
NGA,Nigeria,rural,Hygiene,2020,34.76938,34798811.31,Limited service
NGA,Nigeria,urban,Hygiene,2020,27.23494,29479847.19,Limited service
NGA,Nigeria,total,Sanitation,2020,17.49534,36447597.82,Limited service
NGA,Nigeria,rural,Sanitation,2020,7.90554,7912227.289,Limited service
NGA,Nigeria,urban,Sanitation,2020,26.36238,28535368.96,Limited service
NGA,Nigeria,total,Drinking water,2020,5.04887,10518184,Limited service
NGA,Nigeria,rural,Drinking water,2020,6.14778,6152986.028,Limited service
NGA,Nigeria,urban,Drinking water,2020,4.03279,4365197.709,Limited service
NGA,Nigeria,total,Hygiene,2020,38.30587,79801625.05,No handwashing facility
NGA,Nigeria,rural,Hygiene,2020,42.34714,42382983.46,No handwashing facility
NGA,Nigeria,urban,Hygiene,2020,34.56918,37418635.4,No handwashing facility
NGA,Nigeria,total,Sanitation,2020,19.04386,39673572.85,Open defecation
NGA,Nigeria,rural,Sanitation,2020,31.11372,31140053.18,Open defecation
NGA,Nigeria,urban,Sanitation,2020,7.88369,8533519.076,Open defecation
NGA,Nigeria,total,Drinking water,2020,6.08693,12680749.16,Surface water
NGA,Nigeria,rural,Drinking water,2020,11.30529,11314859.09,Surface water
NGA,Nigeria,urban,Drinking water,2020,1.26188,1365889.951,Surface water
NGA,Nigeria,total,Sanitation,2020,30.61887,63787495.06,Safely managed service
NGA,Nigeria,rural,Sanitation,2020,26.23974,26261951.81,Safely managed service
NGA,Nigeria,urban,Sanitation,2020,34.66795,37525541.12,Safely managed service
NGA,Nigeria,total,Drinking water,2020,27.85349,58026454.65,Safely managed service
NGA,Nigeria,rural,Drinking water,2020,19.89064,19907476.79,Safely managed service
NGA,Nigeria,urban,Drinking water,2020,35.21619,38118975.73,Safely managed service
NGA,Nigeria,total,Sanitation,2020,19.10965,39810641.94,Unimproved
NGA,Nigeria,rural,Sanitation,2020,27.63707,27660467.43,Unimproved
NGA,Nigeria,urban,Sanitation,2020,11.22493,12150174.99,Unimproved
NGA,Nigeria,total,Drinking water,2020,12.5024,26045935.76,Unimproved
NGA,Nigeria,rural,Drinking water,2020,22.19335,22212131.77,Unimproved
NGA,Nigeria,urban,Drinking water,2020,3.54186,3833804.936,Unimproved
NGA,Nigeria,total,Hygiene,2021,30.96016,66069384.27,Basic service
NGA,Nigeria,rural,Hygiene,2021,22.88348,23075855.18,Basic service
NGA,Nigeria,urban,Hygiene,2021,38.19588,42993528.98,Basic service
NGA,Nigeria,total,Sanitation,2021,14.16131,30220413.14,Basic service
NGA,Nigeria,rural,Sanitation,2021,7.17705,7237382.586,Basic service
NGA,Nigeria,urban,Sanitation,2021,20.41835,22983031.1,Basic service
NGA,Nigeria,total,Drinking water,2021,49.57916,105802588.9,Basic service
NGA,Nigeria,rural,Drinking water,2021,41.36411,41711838.37,Basic service
NGA,Nigeria,urban,Drinking water,2021,56.93886,64090756.41,Basic service
NGA,Nigeria,total,Hygiene,2021,30.79526,65717499.17,Limited service
NGA,Nigeria,rural,Hygiene,2021,34.76938,35061673.38,Limited service
NGA,Nigeria,urban,Hygiene,2021,27.23494,30655825.7,Limited service
NGA,Nigeria,total,Sanitation,2021,16.93255,36134277.85,Limited service
NGA,Nigeria,rural,Sanitation,2021,7.54406,7607480.34,Limited service
NGA,Nigeria,urban,Sanitation,2021,25.34349,28526797.44,Limited service
NGA,Nigeria,total,Drinking water,2021,4.68342,9994488.394,Limited service
NGA,Nigeria,rural,Drinking water,2021,6.02379,6074428.487,Limited service
NGA,Nigeria,urban,Drinking water,2021,3.48262,3920059.894,Limited service
NGA,Nigeria,total,Hygiene,2021,38.24458,81614438.23,No handwashing facility
NGA,Nigeria,rural,Hygiene,2021,42.34714,42703134.59,No handwashing facility
NGA,Nigeria,urban,Hygiene,2021,34.56918,38911299.55,No handwashing facility
NGA,Nigeria,total,Sanitation,2021,18.74325,39998333.36,Open defecation
NGA,Nigeria,rural,Sanitation,2021,31.15426,31416166.63,Open defecation
NGA,Nigeria,urban,Sanitation,2021,7.62448,8582166.691,Open defecation
NGA,Nigeria,total,Drinking water,2021,5.35055,11418154.52,Surface water
NGA,Nigeria,rural,Drinking water,2021,10.22169,10307624.16,Surface water
NGA,Nigeria,urban,Drinking water,2021,0.98661,1110530.348,Surface water
NGA,Nigeria,total,Sanitation,2021,31.28785,66768684.75,Safely managed service
NGA,Nigeria,rural,Sanitation,2021,26.44463,26666942.75,Safely managed service
NGA,Nigeria,urban,Sanitation,2021,35.62678,40101741.89,Safely managed service
NGA,Nigeria,total,Drinking water,2021,28.42103,60650852.55,Safely managed service
NGA,Nigeria,rural,Drinking water,2021,20.54683,20719558.4,Safely managed service
NGA,Nigeria,urban,Drinking water,2021,35.47536,39931294.05,Safely managed service
NGA,Nigeria,total,Sanitation,2021,18.87505,40279613.96,Unimproved
NGA,Nigeria,rural,Sanitation,2021,27.68,27912691.61,Unimproved
NGA,Nigeria,urban,Sanitation,2021,10.98689,12366919.61,Unimproved
NGA,Nigeria,total,Drinking water,2021,11.96583,25535235.06,Unimproved
NGA,Nigeria,rural,Drinking water,2021,21.84358,22027215.17,Unimproved
NGA,Nigeria,urban,Drinking water,2021,3.11656,3508017.173,Unimproved
NGA,Nigeria,total,Hygiene,2022,31.07883,67920048.88,Basic service
NGA,Nigeria,rural,Hygiene,2022,22.88348,23244072.57,Basic service
NGA,Nigeria,urban,Hygiene,2022,38.19588,44675977.88,Basic service
NGA,Nigeria,total,Sanitation,2022,14.5991,31905056.58,Basic service
NGA,Nigeria,rural,Sanitation,2022,7.25015,7364392.844,Basic service
NGA,Nigeria,urban,Sanitation,2022,20.98112,24540664.48,Basic service
NGA,Nigeria,total,Drinking water,2022,50.65452,110701006.2,Basic service
NGA,Nigeria,rural,Drinking water,2022,42.26649,42932512.78,Basic service
NGA,Nigeria,urban,Drinking water,2022,57.9389,67768498.41,Basic service
NGA,Nigeria,total,Hygiene,2022,30.73687,67172731.02,Limited service
NGA,Nigeria,rural,Hygiene,2022,34.76938,35317264.48,Limited service
NGA,Nigeria,urban,Hygiene,2022,27.23494,31855468.1,Limited service
NGA,Nigeria,total,Sanitation,2022,16.35009,35731681.33,Limited service
NGA,Nigeria,rural,Sanitation,2022,7.18399,7297188.855,Limited service
NGA,Nigeria,urban,Sanitation,2022,24.31016,28434493.3,Limited service
NGA,Nigeria,total,Drinking water,2022,4.30208,9401817.154,Limited service
NGA,Nigeria,rural,Drinking water,2022,5.88897,5981767.94,Limited service
NGA,Nigeria,urban,Drinking water,2022,2.92398,3420049.433,Limited service
NGA,Nigeria,total,Hygiene,2022,38.1843,83448430.85,No handwashing facility
NGA,Nigeria,rural,Hygiene,2022,42.34714,43014430.09,No handwashing facility
NGA,Nigeria,urban,Hygiene,2022,34.56918,40434000.17,No handwashing facility
NGA,Nigeria,total,Sanitation,2022,18.44101,40301198.21,Open defecation
NGA,Nigeria,rural,Sanitation,2022,31.19481,31686369.72,Open defecation
NGA,Nigeria,urban,Sanitation,2022,7.36528,8614829.437,Open defecation
NGA,Nigeria,total,Drinking water,2022,4.62801,10114110.71,Surface water
NGA,Nigeria,rural,Drinking water,2022,9.1381,9282093.969,Surface water
NGA,Nigeria,urban,Drinking water,2022,0.71134,832016.9818,Surface water
NGA,Nigeria,total,Sanitation,2022,31.97157,69871062.02,Safely managed service
NGA,Nigeria,rural,Sanitation,2022,26.64814,27068049.05,Safely managed service
NGA,Nigeria,urban,Sanitation,2022,36.59458,42803014.59,Safely managed service
NGA,Nigeria,total,Drinking water,2022,28.98488,63343918.7,Safely managed service
NGA,Nigeria,rural,Drinking water,2022,21.21262,21546877.87,Safely managed service
NGA,Nigeria,urban,Drinking water,2022,35.73452,41797042.3,Safely managed service
NGA,Nigeria,total,Sanitation,2022,18.63823,40732214.7,Unimproved
NGA,Nigeria,rural,Sanitation,2022,27.72292,28159767.39,Unimproved
NGA,Nigeria,urban,Sanitation,2022,10.74886,12572447.2,Unimproved
NGA,Nigeria,total,Drinking water,2022,11.4305,24980355.36,Unimproved
NGA,Nigeria,rural,Drinking water,2022,21.49382,21832515.28,Unimproved
NGA,Nigeria,urban,Drinking water,2022,2.69126,3147839.594,Unimproved
SLE,Sierra Leone,total,Sanitation,2000,2.72685,125000.4467,Basic service
SLE,Sierra Leone,rural,Sanitation,2000,0.87604,25851.6189,Basic service
SLE,Sierra Leone,urban,Sanitation,2000,6.07113,99148.83062,Basic service
SLE,Sierra Leone,total,Drinking water,2000,35.89093,1645264.461,Basic service
SLE,Sierra Leone,rural,Drinking water,2000,24.50438,723111.3748,Basic service
SLE,Sierra Leone,urban,Drinking water,2000,56.46574,922153.1835,Basic service
SLE,Sierra Leone,total,Sanitation,2000,25.00724,1146348.56,Limited service
SLE,Sierra Leone,rural,Sanitation,2000,14.44879,426376.2619,Limited service
SLE,Sierra Leone,urban,Sanitation,2000,44.0857,719972.325,Limited service
SLE,Sierra Leone,total,Drinking water,2000,6.59525,302330.8734,Limited service
SLE,Sierra Leone,rural,Drinking water,2000,3.5171,103787.6936,Limited service
SLE,Sierra Leone,urban,Drinking water,2000,12.15729,198543.187,Limited service
SLE,Sierra Leone,total,Sanitation,2000,25.39216,1163993.823,Open defecation
SLE,Sierra Leone,rural,Sanitation,2000,35.68448,1053030.244,Open defecation
SLE,Sierra Leone,urban,Sanitation,2000,6.79458,110963.5943,Open defecation
SLE,Sierra Leone,total,Drinking water,2000,36.59363,1677476.691,Surface water
SLE,Sierra Leone,rural,Drinking water,2000,52.02198,1535141.258,Surface water
SLE,Sierra Leone,urban,Drinking water,2000,8.71556,142335.4552,Surface water
SLE,Sierra Leone,total,Sanitation,2000,4.96784,227729.1788,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2000,2.27151,67031.19557,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2000,9.83994,160697.9888,Safely managed service
SLE,Sierra Leone,total,Drinking water,2000,5.19329,238064.0251,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2000,2.11919,62536.06868,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2000,10.74802,175527.9624,Safely managed service
SLE,Sierra Leone,total,Sanitation,2000,41.90591,1920994.991,Unimproved
SLE,Sierra Leone,rural,Sanitation,2000,46.71917,1378657.979,Unimproved
SLE,Sierra Leone,urban,Sanitation,2000,33.20865,542337.0611,Unimproved
SLE,Sierra Leone,total,Drinking water,2000,15.72688,720930.8714,Unimproved
SLE,Sierra Leone,rural,Drinking water,2000,17.83735,526370.9146,Unimproved
SLE,Sierra Leone,urban,Drinking water,2000,11.91339,194559.9854,Unimproved
SLE,Sierra Leone,total,Sanitation,2001,2.80372,136179.3603,Basic service
SLE,Sierra Leone,rural,Sanitation,2001,0.92152,28705.45635,Basic service
SLE,Sierra Leone,urban,Sanitation,2001,6.16923,107473.9055,Basic service
SLE,Sierra Leone,total,Drinking water,2001,36.10379,1753595.568,Basic service
SLE,Sierra Leone,rural,Drinking water,2001,24.44394,761429.073,Basic service
SLE,Sierra Leone,urban,Drinking water,2001,56.9525,992166.4829,Basic service
SLE,Sierra Leone,total,Sanitation,2001,25.82789,1254485.535,Limited service
SLE,Sierra Leone,rural,Sanitation,2001,15.20823,473736.7436,Limited service
SLE,Sierra Leone,urban,Sanitation,2001,44.81667,780748.7949,Limited service
SLE,Sierra Leone,total,Drinking water,2001,6.5685,319038.208,Limited service
SLE,Sierra Leone,rural,Drinking water,2001,3.47149,108136.8362,Limited service
SLE,Sierra Leone,urban,Drinking water,2001,12.1062,210901.3724,Limited service
SLE,Sierra Leone,total,Sanitation,2001,24.99703,1214129.647,Open defecation
SLE,Sierra Leone,rural,Sanitation,2001,35.24249,1097804.119,Open defecation
SLE,Sierra Leone,urban,Sanitation,2001,6.67734,116325.5405,Open defecation
SLE,Sierra Leone,total,Drinking water,2001,36.37499,1766767.974,Surface water
SLE,Sierra Leone,rural,Drinking water,2001,52.02198,1620485.504,Surface water
SLE,Sierra Leone,urban,Drinking water,2001,8.39693,146282.4876,Surface water
SLE,Sierra Leone,total,Sanitation,2001,5.12245,248802.3602,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2001,2.39147,74494.47849,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2001,10.00565,174307.8821,Safely managed service
SLE,Sierra Leone,total,Drinking water,2001,5.30658,257745.5767,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2001,2.22524,69316.27071,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2001,10.81625,188429.3063,Safely managed service
SLE,Sierra Leone,total,Sanitation,2001,41.24891,2003499.093,Unimproved
SLE,Sierra Leone,rural,Sanitation,2001,46.23628,1440260.703,Unimproved
SLE,Sierra Leone,urban,Sanitation,2001,32.33111,563238.4736,Unimproved
SLE,Sierra Leone,total,Drinking water,2001,15.64615,759948.7449,Unimproved
SLE,Sierra Leone,rural,Drinking water,2001,17.83735,555633.8429,Unimproved
SLE,Sierra Leone,urban,Drinking water,2001,11.72812,204314.9771,Unimproved
SLE,Sierra Leone,total,Sanitation,2002,2.8809,148081.5474,Basic service
SLE,Sierra Leone,rural,Sanitation,2002,0.967,31756.99342,Basic service
SLE,Sierra Leone,urban,Sanitation,2002,6.26734,116324.545,Basic service
SLE,Sierra Leone,total,Drinking water,2002,37.02993,1903380.252,Basic service
SLE,Sierra Leone,rural,Drinking water,2002,25.49436,837252.6253,Basic service
SLE,Sierra Leone,urban,Drinking water,2002,57.44088,1066127.659,Basic service
SLE,Sierra Leone,total,Sanitation,2002,26.64871,1369773.592,Limited service
SLE,Sierra Leone,rural,Sanitation,2002,15.96768,524389.6059,Limited service
SLE,Sierra Leone,urban,Sanitation,2002,45.54764,845383.9476,Limited service
SLE,Sierra Leone,total,Drinking water,2002,6.64093,341351.5314,Limited service
SLE,Sierra Leone,rural,Drinking water,2002,3.58195,117633.7553,Limited service
SLE,Sierra Leone,urban,Drinking water,2002,12.05348,223717.7664,Limited service
SLE,Sierra Leone,total,Sanitation,2002,24.60317,1264630.905,Open defecation
SLE,Sierra Leone,rural,Sanitation,2002,34.8005,1142872.612,Open defecation
SLE,Sierra Leone,urban,Sanitation,2002,6.5601,121758.2618,Open defecation
SLE,Sierra Leone,total,Drinking water,2002,35.09991,1804174.847,Surface water
SLE,Sierra Leone,rural,Drinking water,2002,50.37159,1654237.906,Surface water
SLE,Sierra Leone,urban,Drinking water,2002,8.07831,149936.896,Surface water
SLE,Sierra Leone,total,Sanitation,2002,5.27736,271262.1527,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2002,2.51144,82477.27989,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2002,10.17136,188784.865,Safely managed service
SLE,Sierra Leone,total,Drinking water,2002,5.48762,282070.0981,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2002,2.4375,80049.32792,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2002,10.88448,202020.762,Safely managed service
SLE,Sierra Leone,total,Sanitation,2002,40.58986,2086364.808,Unimproved
SLE,Sierra Leone,rural,Sanitation,2002,45.75339,1502573.008,Unimproved
SLE,Sierra Leone,urban,Sanitation,2002,31.45356,583791.7823,Unimproved
SLE,Sierra Leone,total,Drinking water,2002,15.7416,809136.1759,Unimproved
SLE,Sierra Leone,rural,Drinking water,2002,18.11459,594895.8801,Unimproved
SLE,Sierra Leone,urban,Drinking water,2002,11.54285,214240.3118,Unimproved
SLE,Sierra Leone,total,Sanitation,2003,2.95839,158300.6592,Basic service
SLE,Sierra Leone,rural,Sanitation,2003,1.01248,34482.47447,Basic service
SLE,Sierra Leone,urban,Sanitation,2003,6.36544,123818.1887,Basic service
SLE,Sierra Leone,total,Drinking water,2003,37.95076,2030709.663,Basic service
SLE,Sierra Leone,rural,Drinking water,2003,26.53928,903860.3441,Basic service
SLE,Sierra Leone,urban,Drinking water,2003,57.93088,1126849.303,Basic service
SLE,Sierra Leone,total,Sanitation,2003,27.46968,1469876.846,Limited service
SLE,Sierra Leone,rural,Sanitation,2003,16.72712,569683.0653,Limited service
SLE,Sierra Leone,urban,Sanitation,2003,46.27861,900193.7967,Limited service
SLE,Sierra Leone,total,Drinking water,2003,6.70943,359015.4304,Limited service
SLE,Sierra Leone,rural,Drinking water,2003,3.68826,125612.7375,Limited service
SLE,Sierra Leone,urban,Drinking water,2003,11.99914,233402.6974,Limited service
SLE,Sierra Leone,total,Sanitation,2003,24.21061,1295487.348,Open defecation
SLE,Sierra Leone,rural,Sanitation,2003,34.35851,1170163.321,Open defecation
SLE,Sierra Leone,urban,Sanitation,2003,6.44286,125324.0087,Open defecation
SLE,Sierra Leone,total,Drinking water,2003,33.83086,1810258.117,Surface water
SLE,Sierra Leone,rural,Drinking water,2003,48.72119,1659319.683,Surface water
SLE,Sierra Leone,urban,Drinking water,2003,7.75968,150938.4081,Surface water
SLE,Sierra Leone,total,Sanitation,2003,5.43256,290691.3928,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2003,2.6314,89618.63425,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2003,10.33707,201072.7628,Safely managed service
SLE,Sierra Leone,total,Drinking water,2003,5.67421,303621.563,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2003,2.65943,90573.4483,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2003,10.95272,213048.1193,Safely managed service
SLE,Sierra Leone,total,Sanitation,2003,39.92876,2136550.752,Unimproved
SLE,Sierra Leone,rural,Sanitation,2003,45.2705,1541797.805,Unimproved
SLE,Sierra Leone,urban,Sanitation,2003,30.57602,594753.0412,Unimproved
SLE,Sierra Leone,total,Drinking water,2003,15.83474,847302.2579,Unimproved
SLE,Sierra Leone,rural,Drinking water,2003,18.39184,626379.0728,Unimproved
SLE,Sierra Leone,urban,Drinking water,2003,11.35758,220923.2848,Unimproved
SLE,Sierra Leone,total,Hygiene,2004,10.72275,593325.3088,Basic service
SLE,Sierra Leone,rural,Hygiene,2004,5.22618,183352.8119,Basic service
SLE,Sierra Leone,urban,Hygiene,2004,20.24579,409972.517,Basic service
SLE,Sierra Leone,total,Sanitation,2004,3.15098,174354.2878,Basic service
SLE,Sierra Leone,rural,Sanitation,2004,1.11607,39155.57328,Basic service
SLE,Sierra Leone,urban,Sanitation,2004,6.67656,135198.713,Basic service
SLE,Sierra Leone,total,Drinking water,2004,38.86629,2150599.754,Basic service
SLE,Sierra Leone,rural,Drinking water,2004,27.57869,967557.6411,Basic service
SLE,Sierra Leone,urban,Drinking water,2004,58.42249,1183042.104,Basic service
SLE,Sierra Leone,total,Hygiene,2004,45.34465,2509068.857,Limited service
SLE,Sierra Leone,rural,Hygiene,2004,47.45271,1664807.982,Limited service
SLE,Sierra Leone,urban,Hygiene,2004,41.69237,844260.9869,Limited service
SLE,Sierra Leone,total,Sanitation,2004,27.96551,1547423.767,Limited service
SLE,Sierra Leone,rural,Sanitation,2004,17.27733,606149.5412,Limited service
SLE,Sierra Leone,urban,Sanitation,2004,46.48321,941274.2822,Limited service
SLE,Sierra Leone,total,Drinking water,2004,6.774,374827.7836,Limited service
SLE,Sierra Leone,rural,Drinking water,2004,3.79041,132981.0283,Limited service
SLE,Sierra Leone,urban,Drinking water,2004,11.94319,241846.7685,Limited service
SLE,Sierra Leone,total,Hygiene,2004,43.93259,2430934.77,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2004,47.32111,1660191.235,No handwashing facility
SLE,Sierra Leone,urban,Hygiene,2004,38.06184,770743.6223,No handwashing facility
SLE,Sierra Leone,total,Sanitation,2004,23.81935,1318003.109,Open defecation
SLE,Sierra Leone,rural,Sanitation,2004,33.91652,1189910.865,Open defecation
SLE,Sierra Leone,urban,Sanitation,2004,6.32562,128092.3123,Open defecation
SLE,Sierra Leone,total,Drinking water,2004,32.5679,1802088.892,Surface water
SLE,Sierra Leone,rural,Drinking water,2004,47.0708,1651409.22,Surface water
SLE,Sierra Leone,urban,Drinking water,2004,7.44106,150679.7663,Surface water
SLE,Sierra Leone,total,Sanitation,2004,5.79856,320853.5975,Safely managed service
SLE,Sierra Leone,rural,Sanitation,2004,2.90248,101829.1331,Safely managed service
SLE,Sierra Leone,urban,Sanitation,2004,10.81615,219024.4753,Safely managed service
SLE,Sierra Leone,total,Drinking water,2004,5.86625,324598.9989,Safely managed service
SLE,Sierra Leone,rural,Drinking water,2004,2.89102,101427.204,Safely managed service
SLE,Sierra Leone,urban,Drinking water,2004,11.02095,223171.8059,Safely managed service
SLE,Sierra Leone,total,Sanitation,2004,39.26559,2172694.243,Unimproved
SLE,Sierra Leone,rural,Sanitation,2004,44.78761,1571306.887,Unimproved
SLE,Sierra Leone,urban,Sanitation,2004,29.69847,601387.3147,Unimproved
SLE,Sierra Leone,total,Drinking water,2004,15.92556,881213.6764,Unimproved
SLE,Sierra Leone,rural,Drinking water,2004,18.66908,654976.9105,Unimproved
SLE,Sierra Leone,urban,Drinking water,2004,11.17231,226236.665,Unimproved
SLE,Sierra Leone,total,Hygiene,2005,10.77127,612167.1848,Basic service
SLE,Sierra Leone,rural,Hygiene,2005,5.22618,187364.01,Basic service
SLE,Sierra Leone,urban,Hygiene,2005,20.24579,424803.1419,Basic service
SLE,Sierra Leone,total,Sanitation,2005,3.35482,190665.8297,Basic service
SLE,Sierra Leone,rural,Sanitation,2005,1.22465,43905.01978,Basic service
SLE,Sierra Leone,urban,Sanitation,2005,6.9945,146760.7908,Basic service
SLE,Sierra Leone,total,Drinking water,2005,39.80021,2261978.813,Basic service
SLE,Sierra Leone,rural,Drinking water,2005,28.6126,1025791.342,Basic service
SLE,Sierra Leone,urban,Drinking water,2005,58.91573,1236187.432,Basic service
SLE,Sierra Leone,total,Hygiene,2005,45.32605,2576030.722,Limited service
SLE,Sierra Leone,rural,Hygiene,2005,47.45271,1701228.884,Limited service
SLE,Sierra Leone,urban,Hygiene,2005,41.69237,874801.8585,Limited service
SLE,Sierra Leone,total,Sanitation,2005,28.46495,1617758.438,Limited service
SLE,Sierra Leone,rural,Sanitation,2005,17.80937,638484.3151,Limited service
SLE,Sierra Leone,urban,Sanitation,2005,46.67144,979274.061,Limited service
SLE,Sierra Leone,total,Drinking water,2005,6.8409,388791.031,Limited service
SLE,Sierra Leone,rural,Drinking water,2005,3.88841,139403.5438,Limited service
SLE,Sierra Leone,urban,Drinking water,2005,11.88561,249387.4698,Limited service
SLE,Sierra Leone,total,Hygiene,2005,43.90268,2495136.125,No handwashing facility
SLE,Sierra Leone,rural,Hygiene,2005,47.32111,1696511.136,No handwashing facility
